,week,future_return,volume,inventory,amount,BASIS,index_turnover_rate,short_balance_ratio,pli,t_spread,RSI,index_trading_volume,CCt+1
405,407,0.00739566,11.70794934,12.19290128,11.70794934,-12.0899,0.404,0.010920886,0.4,0.63976,39.89293891,8.870785188,1.0
406,408,-0.022864944,11.61614068,12.23634479,11.61614068,-42.93734,0.404,0.011247311,0.4,0.56326,15.59534781,8.876353245,1.0
407,409,-0.03015355,11.63750314,12.27767677,11.63750314,-19.32498,0.418,0.01027863,0.6,0.55392,38.33900339,8.95892851,1.0
408,410,-0.004101829,11.05818082,11.77462027,11.05818082,-17.55366667,0.376666667,0.010032933,0.0,0.5957,0.0,8.349954908,0.0
409,411,0.010557323,11.58769893,12.26685255,11.58769893,-6.24504,0.35,0.012031443,0.4,0.61322,64.95254588,8.704659823,1.0
410,412,-0.032596252,11.89350344,12.25617148,11.89350344,-12.6967,0.38,0.011593085,0.4,0.70908,35.3353125,8.782990019,1.0
411,413,0.002640805,11.6500753,12.23746472,11.6500753,-13.61728,0.352,0.012765082,0.6,0.7765,38.89509878,8.750049422,0.0
412,414,-0.001897705,11.02971501,11.73841027,11.02971501,-7.681433333,0.316666667,0.014095966,0.666666667,0.824966667,49.53350995,8.13487218,0.0
413,415,0.026349005,11.54706599,12.24919439,11.54706599,-0.03488,0.298,0.013930021,0.6,0.8888,75.41475293,8.639577182,0.0
414,416,0.006439106,11.6496044,12.22111888,11.6496044,-3.62988,0.274,0.015186032,0.6,0.81732,50.05600458,8.554631548,0.0
415,417,-0.012555904,11.47778522,12.231794,11.47778522,-18.70954,0.298,0.01381383,0.2,0.69886,40.97517324,8.562497286,0.0
416,418,-0.021017787,11.57162824,12.28588148,11.57162824,-20.28132,0.312,0.014827031,0.4,0.61386,50.34588942,8.64757212,0.0
417,419,0.009428548,11.48738199,12.27510418,11.48738199,-18.05486,0.298,0.017515798,0.4,0.6355,63.04631072,8.637167602,0.0
418,420,-0.009768449,11.81048608,12.27332467,11.81048608,-19.05472,0.274,0.019012349,0.4,0.5921,48.93915439,8.571243781,0.0
419,421,-0.052874682,11.48863277,12.08181243,11.48863277,-43.35745,0.3925,0.017262285,0.5,0.428675,14.75970241,8.540763223,1.0
420,422,-0.034726968,11.79969712,12.37357663,11.79969712,-47.7122,0.302,0.019871588,0.2,0.38506,65.3636267,8.553791238,1.0
421,423,-0.033440203,11.95016052,12.45827002,11.95016052,-41.79036,0.316,0.018835265,0.4,0.50662,17.48802793,8.590770737,0.0
422,424,0.031699235,11.88640443,12.43771201,11.88640443,-18.2349,0.29,0.019767299,0.8,0.69842,43.8724105,8.513815493,0.0
423,425,0.001300209,12.05256592,12.4456091,12.05256592,-6.96454,0.272,0.021439481,0.2,0.65806,80.05062162,8.468074373,0.0
424,426,0.02618667,11.75685156,12.40193955,11.75685156,-9.21614,0.396,0.019189772,0.4,0.72982,68.77653795,8.7328786,0.0
425,427,-0.036190601,11.91501823,12.44473909,11.91501823,-19.75324,0.306,0.023230344,0.2,0.8231,4.711237033,8.512138438,0.0
426,428,-0.02139005,11.97100832,12.45496581,11.97100832,-10.55974,0.304,0.023603874,0.6,1.07192,56.28253358,8.497859494,0.0
427,429,-0.013195427,12.11926125,12.4769887,12.11926125,-14.83624,0.258,0.026304678,0.0,1.11258,0.0,8.343111196,0.0
428,430,-0.001408126,11.97264515,12.50043858,11.97264515,-16.60272,0.24,0.029512453,0.8,1.03576,60.47421888,8.320810843,0.0
429,431,0.021903378,11.79578593,12.49113504,11.79578593,-10.02308,0.282,0.027845541,0.2,1.02318,81.84752047,8.445261004,0.0
430,432,-0.021721181,11.98017531,12.54193398,11.98017531,-11.4378,0.242,0.029411734,0.4,1.05492,42.85214522,8.315054975,0.0
431,433,-0.021222942,12.00377285,12.57649762,12.00377285,-2.71218,0.226,0.030534495,0.4,1.07138,44.28189226,8.229921701,0.0
432,434,0.025138217,12.22299859,12.55179129,12.22299859,4.8704,0.284,0.029075001,0.6,1.0536,77.81246801,8.421076486,0.0
433,435,0.033500224,11.70671435,12.28502707,11.70671435,9.124825,0.2925,0.028184926,0.5,1.048166667,62.12333642,8.254362418,0.0
434,436,-0.057448186,12.14070178,12.55625405,12.14070178,-3.08546,0.334,0.027036102,0.2,1.04338,37.20054381,8.520886363,0.0
435,437,-0.038551321,12.34401119,12.61939018,12.34401119,1.0382,0.288,0.028983711,0.4,1.23442,52.96915436,8.364349657,0.0
436,438,0.031313564,12.36105298,12.66902019,12.36105298,2.87118,0.434,0.024667619,0.6,1.15246,47.54937328,8.785013315,0.0
437,439,-0.012686062,12.32591134,12.69121116,12.32591134,2.78958,0.448,0.024560033,0.8,0.96552,35.5392352,8.827036871,0.0
438,440,0.017839943,12.19664333,12.69842468,12.19664333,-0.2227,0.33,0.025808465,0.0,0.83416,0.0,8.49814492,0.0
439,441,0.002839449,12.31927186,12.67315953,12.31927186,1.05786,0.408,0.020497138,0.8,0.89462,48.5957343,8.637376899,0.0
440,442,-0.003895448,12.10151181,12.63683506,12.10151181,-1.481,0.338,0.022060319,0.4,0.88534,29.77985541,8.480747026,0.0
441,443,-0.02231043,12.09342453,12.66259202,12.09342453,-6.5523,0.252,0.029360642,0.4,0.92516,70.78017342,8.204376542,0.0
442,444,0.026057287,12.43467726,12.77187497,12.43467726,1.29972,0.3,0.025918231,0.4,0.86348,62.32853604,8.495528191,0.0
443,445,-0.01702291,12.45502428,12.81556372,12.45502428,3.40172,0.254,0.031080416,0.6,0.8108,35.54456798,8.266729829,0.0
444,446,-0.024210924,12.74995967,12.87578486,12.74995967,4.08788,0.25,0.031267667,0.0,0.77436,0.0,8.242924753,0.0
445,447,-0.029213398,12.57280039,12.84961195,12.57280039,-1.37432,0.254,0.028262673,0.4,0.655533333,47.65907127,8.194709852,0.0
446,448,-0.00721001,12.16804362,12.39085368,12.16804362,-1.3505,0.3,0.025993088,0.333333333,0.644533333,75.61603296,7.862928205,0.0
447,449,0.026476045,12.66198686,12.90907114,12.66198686,-0.6694,0.338,0.022326878,0.6,0.74342,79.32331664,8.455509259,0.0
448,450,0.017455562,12.74856553,12.90919491,12.74856553,2.15654,0.314,0.023738716,0.6,0.7312,63.93764758,8.397382101,0.0
449,451,0.013397062,12.5850603,12.89637829,12.5850603,2.4284,0.284,0.024295776,0.6,0.73526,47.65333607,8.344100914,0.0
450,452,0.013007905,12.63085987,12.91145961,12.63085987,7.46788,0.292,0.023524299,0.6,0.791928571,69.41121484,8.408707798,0.0
451,453,0.046302254,12.71466578,12.9219642,12.71466578,3.54392,0.504,0.017270345,0.8,0.8032,37.88216769,8.834418532,0.0
452,454,0.03109715,12.87031354,12.99289003,12.87031354,4.53926,0.65,0.01329983,0.6,0.91314,89.51911933,9.104812064,0.0
453,455,0.071922666,13.22135948,13.14007952,13.22135948,20.58934,1.018,0.009984158,0.4,0.93662,87.84804968,9.624403742,0.0
454,456,0.017234827,13.31546825,13.22256159,13.31546825,2.71276,1.126,0.008338629,0.6,0.952,25.60921657,9.727736165,0.0
455,457,-0.015881967,13.30604567,13.21166463,13.30604567,-2.63828,0.818,0.009240805,0.6,0.98402,62.84738639,9.500083319,0.0
456,458,0.030392144,13.14647241,13.21329124,13.14647241,4.63144,0.696,0.011109929,0.6,0.90964,77.78980037,9.347043729,0.0
457,459,-0.023015903,13.09446789,13.22666033,13.09446789,-1.91766,0.634,0.011511004,0.4,0.84056,65.39400115,9.262058626,0.0
458,460,0.067397519,12.82960444,13.04433481,12.82960444,9.999825,0.915,0.009521875,0.75,0.9641,96.04491449,9.41005643,0.0
459,461,0.00725198,13.19249374,13.33503954,13.19249374,5.69994,0.702,0.011265897,0.4,1.06246,29.57258916,9.442400056,0.0
460,462,0.005589002,13.31388416,13.29880267,13.31388416,1.07272,0.638,0.012258644,0.6,1.00744,79.08272705,9.304019222,0.0
461,463,-0.021993105,13.40203546,13.36860295,13.40203546,-0.35914,0.584,0.012677242,0.2,1.054416667,15.46071491,9.229264182,0.0
462,464,-0.01684629,12.40728956,12.42749872,12.40728956,7.52755,0.5,0.01374175,1.0,1.025833333,100.0,8.20416049,0.0
463,465,-0.064161513,13.58166368,13.40546498,13.58166368,-9.5388,0.508,0.013420278,0.4,0.9776,41.71692093,9.126663067,0.0
464,466,-0.001297477,13.41995667,13.30725662,13.41995667,-20.4585,0.412,0.014865417,0.4,0.82294,45.08951903,8.877376374,0.0
465,467,-0.020357021,13.35547469,13.29060291,13.35547469,-29.96534,0.368,0.016608384,0.4,0.87262,43.72329573,8.725814199,0.0
466,468,0.006260288,13.379115,13.33470965,13.379115,-33.90784,0.37,0.016937223,0.4,0.80172,73.45402338,8.737925839,0.0
467,469,-0.009773858,13.08512039,13.11637146,13.08512039,-18.265525,0.33,0.017640553,0.25,0.7507,9.013162606,8.417085522,0.0
468,470,0.021478389,13.28454005,13.33920874,13.28454005,-14.75766,0.404,0.017233544,0.4,0.75088,78.26611921,8.791160647,0.0
469,471,0.019429863,13.43384742,13.3291141,13.43384742,-10.8876,0.436,0.018928654,0.8,0.72662,99.87710076,8.965499374,0.0
470,472,0.018122503,13.15309043,13.28894335,13.15309043,-21.98224,0.366,0.019418303,0.4,0.82386,56.08196394,8.850956047,0.0
471,473,0.023227925,13.05622571,13.30214839,13.05622571,-19.84384,0.424,0.019546382,0.6,0.88358,57.8104092,9.003954375,0.0
472,474,-0.028212044,13.14887093,13.2930694,13.14887093,-16.7221,0.302,0.025618212,0.2,0.89722,46.54960675,8.669715117,0.0
473,475,0.004899848,13.25531085,13.28653624,13.25531085,-5.24562,0.332,0.024826789,0.4,0.87554,59.66334239,8.694798645,0.0
474,476,0.003890074,13.03284559,13.23963072,13.03284559,-8.2529,0.316,0.027443746,0.8,0.8528,42.25105675,8.680073656,0.0
475,477,0.001132634,12.9571349,13.21452315,12.9571349,-5.89084,0.334,0.028959295,0.2,0.83846,33.5422688,8.704115814,0.0
476,478,-0.049966346,13.12117467,13.29112508,13.12117467,-16.9743,0.358,0.028073268,0.2,0.69598,54.20126136,8.764575008,0.0
477,479,0.01130686,13.15387173,13.26212706,13.15387173,-18.79938,0.31,0.031725784,0.8,0.5887,45.2721567,8.708033362,0.0
478,480,0.029784389,12.98347595,13.25872651,12.98347595,-12.43096,0.368,0.025384177,0.6,0.5662,89.52242869,8.888429798,0.0
479,481,0.001151995,13.09294075,13.29524889,13.09294075,-8.12276,0.356,0.024957719,0.4,0.4949,52.59333391,8.910115972,0.0
480,482,0.02619782,13.12752205,13.32427022,13.12752205,-4.91242,0.466,0.0216927,1.0,0.511,100.0,9.120966935,0.0
481,483,0.018455302,12.81469082,13.10914034,12.81469082,1.1767,0.475,0.021535841,0.5,0.563725,60.89373493,8.910524988,0.0
482,484,-0.009941038,13.06305701,13.26820247,13.06305701,-3.13066,0.362,0.024972883,0.6,0.61154,26.73802777,8.882365332,0.0
483,485,-0.012535262,12.89375241,13.22328325,12.89375241,0.53734,0.328,0.025820125,0.4,0.625666667,23.86683471,8.816891776,0.0
484,486,-0.020308975,11.17823564,11.60016682,11.17823564,-20.5282,0.24,0.032898525,0.0,0.6957,0.0,6.912613459,0.0
485,487,0.01711677,12.66450015,12.99001528,12.66450015,-7.320675,0.2975,0.032446712,1.0,0.70912,100.0,8.513311668,0.0
486,488,0.014471794,13.06662866,13.23735675,13.06662866,-5.59512,0.32,0.032865366,0.4,0.68752,43.33620151,8.769836514,0.0
487,489,-0.010319267,12.85489953,13.21972599,12.85489953,-7.49312,0.264,0.036822424,0.6,0.6946,58.18600545,8.6037543,0.0
488,490,0.008304859,12.88121114,13.23490247,12.88121114,-5.55512,0.324,0.028178342,0.4,0.70274,78.23031658,8.852903709,0.0
489,491,0.018919757,12.99268968,13.30015804,12.99268968,-3.62032,0.362,0.031278169,0.6,0.66766,50.98826058,8.874086911,0.0
490,492,-0.02203627,13.00078314,13.23270546,13.00078314,-2.19896,0.304,0.034989948,0.4,0.64586,8.79020167,8.676638402,0.0
491,493,0.001005727,12.9332927,13.23837418,12.9332927,-0.84504,0.288,0.033404089,0.4,0.5792,51.9509391,8.69858932,0.0
492,494,-0.008974307,12.892837,13.24100294,12.892837,-2.4903,0.314,0.036906153,0.4,0.61386,49.80276232,8.685393849,0.0
493,495,0.000651826,12.84088337,13.23953111,12.84088337,3.57714,0.288,0.035073906,0.8,0.629,93.66295178,8.655433977,0.0
494,496,0.01289704,12.8419217,13.26203314,12.8419217,5.95488,0.374,0.027887415,0.6,0.61916,75.11412775,8.851626207,0.0
495,497,0.02854576,13.08980713,13.3432115,13.08980713,9.65384,0.538,0.02157962,0.4,0.6637,81.80560821,9.172043312,0.0
496,498,-0.005552529,12.92471943,13.31677818,12.92471943,8.85258,0.42,0.025697786,0.4,0.7671,61.94002437,8.925784076,0.0
497,499,0.029365221,12.82036329,13.17470532,12.82036329,9.2447,0.55,0.021838176,0.75,0.96535,85.64351519,9.077101508,0.0
498,500,0.005387462,13.04053274,13.41606828,13.04053274,4.52108,0.534,0.019181861,0.4,1.01248,65.77675322,9.246627942,0.0
499,501,0.007240494,13.00935816,13.37807479,13.00935816,7.65894,0.404,0.020602178,0.4,0.920366667,55.99634483,9.084701182,0.0
500,502,-0.016037264,12.89549791,13.15718597,12.89549791,5.057175,0.49,0.01618972,0.5,0.89875,19.5847943,9.066266748,0.0
501,503,-0.082411387,13.37730323,13.45444169,13.37730323,-31.8334,0.632,0.010622815,0.8,1.03736,14.35255351,9.47718765,0.0
502,504,0.040715987,13.15759152,13.46361987,13.15759152,-14.071,0.514,0.01317543,0.8,1.12894,53.40340459,9.306749947,0.0
503,505,0.037054173,13.30734971,13.45432115,13.30734971,-1.0784,0.682,0.013048084,0.6,1.06122,82.74745903,9.554338504,0.0
504,506,-0.007766344,13.40756638,13.48973748,13.40756638,-7.6066,0.814,0.012454192,0.2,0.95764,17.65346332,9.727366533,0.0
505,507,0.01130586,13.3709844,13.48142427,13.3709844,-14.74248,0.74,0.015171168,0.8,0.84366,49.42588045,9.646025552,0.0
506,508,-0.032295808,13.53542489,13.53723874,13.53542489,-11.98336,0.658,0.01626123,0.2,0.8733,51.01332053,9.517803013,0.0
507,509,-0.090687463,13.78514516,13.61609696,13.78514516,-29.259,0.596,0.018811652,0.2,0.94944,45.58459296,9.442116158,0.0
508,510,-0.00178477,13.52279986,13.54941775,13.52279986,-29.72924,0.482,0.024504761,0.6,0.99248,48.01815903,9.203542317,0.0
509,511,0.013526374,13.3805945,13.53006066,13.3805945,-19.73812,0.412,0.030410427,0.4,1.11444,61.0790367,9.026040059,0.0
510,512,0.025222614,12.98819864,13.29810165,12.98819864,-14.28865,0.41,0.028912067,0.5,1.366975,70.19071529,8.833558926,0.0
511,513,0.004540435,13.23056286,13.49410485,13.23056286,-15.67714,0.378,0.03362592,0.6,1.43076,63.31262652,9.00078656,0.0
512,514,-0.000242904,13.06877271,13.48280323,13.06877271,-38.4821,0.344,0.033793721,0.4,1.495816667,43.62445835,8.886868069,0.0
513,515,0.013562081,12.93526724,13.30170884,12.93526724,-24.131175,0.4,0.035863549,1.0,1.510175,100.0,8.82912534,0.0
514,516,0.022134629,12.51336247,12.97347118,12.51336247,-16.9234,0.433333333,0.032906272,0.666666667,1.55855,73.31066793,8.652500007,0.0
515,517,-0.001332635,13.1185722,13.42242945,13.1185722,-25.90092,0.352,0.039400998,0.4,1.56888,17.05783992,8.979149528,0.0
516,518,-0.012952711,12.96700463,13.41529415,12.96700463,-41.44842,0.364,0.038612236,0.4,1.48454,33.01497599,9.002033708,0.0
517,519,-0.014401473,12.99409355,13.45895418,12.99409355,-40.59274,0.306,0.046226693,0.8,1.31738,39.22733412,8.781036362,0.0
518,520,0.036426453,12.96264288,13.46131112,12.96264288,-29.23832,0.448,0.037564221,0.8,1.08734,95.86663059,9.114106966,0.0
519,521,0.009832268,13.10121533,13.50184858,13.10121533,-27.29136,0.448,0.040810719,0.6,0.83018,40.84753506,9.123631495,0.0
520,522,0.000220293,13.2577191,13.53599505,13.2577191,-30.92926,0.464,0.038085714,0.8,0.89316,42.76149094,9.24855096,0.0
521,523,0.020598445,12.5717777,13.03529454,12.5717777,-42.6766,0.493333333,0.039878202,1.0,0.8253,100.0,8.879832911,0.0
522,524,0.03641645,13.36053898,13.61677543,13.36053898,-25.86072,0.704,0.037275084,0.8,0.86556,72.57606187,9.681641284,0.0
523,525,0.117595973,13.7506904,13.75748306,13.7506904,10.094,1.324,0.024238093,0.8,0.94032,54.57571606,10.2515827,0.0
524,526,-0.016873673,13.85003468,13.77436976,13.85003468,-15.2948,1.004,0.028102767,0.4,0.9173,36.36466208,10.09546072,0.0
525,527,-0.010824301,13.70591442,13.72957787,13.70591442,-33.40376,0.832,0.03794304,0.6,0.88656,35.14187305,9.904565471,0.0
526,528,-0.0062433,13.57976291,13.73219851,13.57976291,-26.82248,0.632,0.049153678,0.8,0.8772,69.89898684,9.692945518,0.0
527,529,0.028291922,13.59062549,13.70619334,13.59062549,-28.4625,0.79,0.044510204,0.6,0.81324,44.15848857,9.891970485,0.0
528,530,-0.014873773,13.56065573,13.71200942,13.56065573,-18.24788,0.658,0.061263699,0.4,0.76118,59.09223656,9.664415311,0.0
529,531,0.016782944,13.54480752,13.71474281,13.54480752,-13.77168,0.688,0.064511555,0.4,0.64336,62.35921535,9.656646674,0.0
530,532,-0.001072404,13.39994814,13.70785519,13.39994814,-25.42806,0.522,0.072547742,0.8,0.53662,44.80385124,9.503662012,0.0
531,533,0.012559984,13.44476132,13.73758902,13.44476132,-23.58776,0.55,0.077759128,0.4,0.5525,28.98056875,9.559359989,0.0
532,534,-0.037409542,13.48889221,13.77407692,13.48889221,-13.24118,0.516,0.081318483,0.4,0.52366,33.0946117,9.39333337,0.0
533,535,0.008941603,13.50039562,13.73584486,13.50039562,-13.57892,0.422,0.103634016,0.6,0.54724,66.43519104,9.304176739,0.0
534,536,-0.011847334,13.27678773,13.71779409,13.27678773,-17.6407,0.39,0.125628474,0.4,0.534983333,15.62098364,9.188516964,0.0
535,537,-0.006976323,12.6571833,13.18226115,12.6571833,-14.1677,0.313333333,0.155585189,0.666666667,0.557466667,71.20222849,8.486290587,0.0
536,538,0.018960994,11.49767984,12.03660018,11.49767984,-20.7412,0.4,0.120794906,1.0,0.59665,100.0,7.74034696,0.0
537,539,0.03098855,13.29418837,13.70693488,13.29418837,-4.8946,0.44,0.116442754,0.4,0.53542,83.30198686,9.390919578,0.0
538,540,-0.012989969,13.21917425,13.72141963,13.21917425,-22.61122,0.384,0.14358985,0.2,0.50436,57.74466293,9.207156308,0.0
539,541,-0.008312572,13.22474125,13.74133535,13.22474125,-13.4481,0.406,0.140070957,0.6,0.45126,34.18577458,9.351871184,0.0
540,542,0.020736549,13.27911923,13.76739746,13.27911923,-12.21562,0.492,0.134212425,1.0,0.41422,100.0,9.509889254,0.0
541,543,0.023174749,13.28844884,13.80453757,13.28844884,-4.08754,0.564,0.134023972,0.4,0.45194,53.74413283,9.611162719,0.0
542,544,-0.001636482,13.17678527,13.72056121,13.17678527,-3.4213,0.52,0.146125273,0.6,0.44568,84.06789541,9.490335979,0.0
543,545,0.009480358,13.19162075,13.75015677,13.19162075,-2.3538,0.594,0.144238282,0.6,0.3055,48.22776702,9.524008854,0.0
544,546,0.018259468,13.31779364,13.78474821,13.31779364,3.5457,0.7,0.138662765,0.6,0.40042,71.60677051,9.660581886,0.0
545,547,-0.016300019,13.23708752,13.77620408,13.23708752,4.44672,0.49,0.151066085,0.0,0.46134,0.0,9.445551615,0.0
546,548,0.000877684,13.22595733,13.72190512,13.22595733,-0.44968,0.444,0.161081874,0.8,0.55804,64.605673,9.437305412,0.0
547,549,0.008200019,13.14079448,13.72051943,13.14079448,-1.43298,0.498,0.143851285,0.6,0.62244,49.52042279,9.564061558,0.0
548,550,0.020558681,12.96946158,13.54538939,12.96946158,6.71255,0.5475,0.148443864,0.75,0.64665,74.74979349,9.40538317,0.0
549,551,0.056613441,13.41616966,13.8373151,13.41616966,0.12438,0.774,0.119593753,0.8,0.84016,80.57286813,10.0614417,0.0
550,552,0.017399005,13.64582246,13.85333607,13.64582246,-1.08388,0.878,0.127561157,0.2,1.03984,76.32623011,10.13978106,0.0
551,553,-0.0013372,13.41389652,13.80573695,13.41389652,-13.08456,0.726,0.141888445,0.8,1.00552,37.29422237,9.970911594,0.0
552,554,-0.007364755,13.43040087,13.84065088,13.43040087,-19.20034,0.638,0.145877042,0.4,0.84442,26.97896042,9.936207857,0.0
553,555,-0.000168512,13.29856793,13.83362156,13.29856793,-13.18044,0.644,0.156576994,0.6,0.7573,79.57146025,9.86506632,0.0
554,556,0.037803015,12.87789915,13.30283489,12.87789915,-16.77703333,0.6,0.169191879,1.0,0.800866667,100.0,9.361694001,0.0
555,557,0.012550119,12.66027712,12.88724592,12.66027712,-32.6117,0.78,0.134643101,0.5,0.936066667,21.00593795,9.173588209,0.0
556,558,-0.048610769,13.56901137,13.87068317,13.56901137,-15.57768,0.854,0.137119212,0.2,1.00876,21.2547647,10.02518735,0.0
557,559,-0.026189362,13.51652484,13.8882516,13.51652484,-25.58558,0.71,0.159173888,0.4,0.98662,51.7122549,9.803183122,0.0
558,560,-0.054284994,13.69651304,13.93358155,13.69651304,-20.08606,0.734,0.161509987,0.6,0.94426,28.6065397,9.791562761,0.0
559,561,0.000126831,13.68597346,13.91929653,13.68597346,-26.52468,0.594,0.187951283,0.6,0.91382,22.38689663,9.553853478,0.0
560,562,-0.016124871,13.4457359,13.8853901,13.4457359,-26.204,0.55,0.190200879,0.4,0.85072,64.96556756,9.456901968,0.0
561,563,0.019432647,13.30442323,13.8526599,13.30442323,-29.34016,0.484,0.20513268,0.8,0.91734,47.8140396,9.4105968,0.0
562,564,0.001279025,13.05429222,13.63870058,13.05429222,-28.30765,0.475,0.207799498,0.25,1.01155,15.86517469,9.116101119,0.0
563,565,-0.024432074,13.50231237,13.88364106,13.50231237,-9.39456,0.452,0.213129226,0.4,0.96684,40.667662,9.342435609,0.0
564,566,0.025740985,13.36796329,13.88826275,13.36796329,-22.52474,0.476,0.191945967,0.6,1.020366667,90.24071059,9.497734903,0.0
565,567,0.003461137,13.39528403,13.88945873,13.39528403,-21.0914,0.502,0.183551257,0.6,1.11168,36.94885084,9.590055442,0.0
566,568,-0.015837856,12.55620825,13.01992082,12.55620825,-14.78855,0.595,0.169476794,0.0,1.1148,0.0,8.744959641,0.0
567,569,0.003861854,13.45578095,13.9275536,13.45578095,0.4813,0.534,0.180874926,0.6,1.0933,67.2114303,9.50193254,0.0
568,570,0.025833649,13.44367121,13.90242651,13.44367121,-8.16378,0.472,0.185797973,0.6,1.0166,47.34126343,9.524786082,0.0
569,571,0.022559075,13.41444028,13.92323697,13.41444028,-8.03594,0.57,0.161940609,0.8,0.96772,74.84898875,9.724508603,0.0
570,572,0.000461773,13.44986406,13.94067958,13.44986406,-14.95714,0.512,0.155232033,0.6,0.9632,26.8565399,9.62723854,0.0
571,573,-0.008627132,13.39361419,13.92579712,13.39361419,-8.6724,0.504,0.151435087,0.4,0.98892,37.84872156,9.620061079,0.0
572,574,-0.027336951,13.28562953,13.69237183,13.28562953,-14.352175,0.4925,0.153091858,0.5,0.963925,13.22294357,9.447408919,0.0
573,575,0.004700127,13.27199127,13.88720125,13.27199127,-28.65594,0.498,0.147095844,0.8,0.8916,75.58353991,9.732020472,0.0
574,576,0.006522338,13.21716979,13.88876938,13.21716979,-39.38546,0.454,0.155350174,0.6,0.89316,13.92719393,9.680370251,0.0
575,577,-0.015621653,13.28511638,13.91699618,13.28511638,-17.29586,0.55,0.141713001,0.4,0.91682,55.79899912,9.790029899,0.0
576,578,0.005649755,13.45628379,13.86618086,13.45628379,-15.94562,0.666,0.129371795,0.6,0.97136,44.8322035,9.855440038,0.0
577,579,-0.000752504,13.18705689,13.83286608,13.18705689,-20.46226,0.622,0.133262014,0.6,1.01154,37.94667477,9.835147147,0.0
578,580,-0.063816315,13.49855895,13.9148689,13.49855895,-34.02774,0.736,0.113153427,0.4,0.97038,28.24984533,10.03127636,0.0
579,581,0.023729521,13.24731532,13.8378394,13.24731532,-42.85544,0.676,0.11942354,0.6,0.90108,66.1184086,9.995245978,0.0
580,582,0.012539909,13.23241885,13.81963803,13.23241885,-30.23702,0.624,0.126458727,0.4,0.87228,65.24108084,9.855698112,0.0
581,583,-0.026173626,13.41881687,13.83473753,13.41881687,-26.58332,0.674,0.130162903,0.2,0.9026,49.32629275,9.866484818,0.0
582,584,-0.004453205,13.17248789,13.80820897,13.17248789,-37.45566,0.68,0.122553183,0.8,0.85464,28.55118595,9.86076636,0.0
583,585,0.001552995,13.34952285,13.86432739,13.34952285,-19.92252,0.954,0.106682083,0.2,0.79208,84.22632838,10.10200721,0.0
584,586,0.029992317,13.30196457,13.82587466,13.30196457,-9.44464,0.936,0.118031717,0.6,0.73146,84.95640105,9.986700307,0.0
585,587,-0.01685967,13.44387135,13.82880677,13.44387135,-3.99564,0.796,0.117065412,0.2,0.6119,48.3883271,9.887229605,0.0
586,588,-0.009716804,12.61730111,13.27209976,12.61730111,-4.7303,0.756666667,0.130165525,0.333333333,0.5793,62.35933375,9.245652495,0.0
587,589,0.006741433,12.96781495,13.56078733,12.96781495,4.072875,0.6575,0.145277489,0.75,0.58565,30.87204376,9.51962639,0.0
588,590,0.012601372,11.57090188,12.17180206,11.57090188,1.2591,0.61,0.148826927,1.0,0.697,100.0,8.142168051,0.0
589,591,-0.002956996,13.18895978,13.71858107,13.18895978,-4.53166,0.524,0.168912581,0.6,0.72356,40.65254615,9.578127842,0.0
590,592,-0.001278111,13.04957331,13.72332399,13.04957331,-8.72482,0.514,0.162332212,0.6,0.741,48.19105643,9.567504896,0.0
591,593,0.001871837,12.99439818,13.72808382,12.99439818,-3.17888,0.54,0.144845869,0.4,0.6873,45.58078355,9.671566844,0.0
592,594,-0.013984753,12.97925715,13.75649383,12.97925715,-1.30608,0.564,0.128878342,0.2,0.60674,62.55288119,9.734176195,0.0
593,595,0.001384254,13.02216286,13.75715767,13.02216286,-2.66884,0.496,0.131696482,0.4,0.60472,77.02614852,9.584656,0.0
594,596,0.003960889,13.03260277,13.71877496,13.03260277,1.41426,0.428,0.123041879,0.6,0.61444,40.73682255,9.48344445,0.0
595,597,0.003920755,12.74200153,13.672845,12.74200153,-3.39414,0.474,0.113083151,0.6,0.61694,23.87881236,9.550640985,0.0
596,598,-0.007527649,12.85419369,13.71185969,12.85419369,2.7839,0.484,0.107232565,0.6,0.55866,62.07495349,9.546338925,0.0
597,599,0.027993209,13.14283833,13.77865568,13.14283833,8.7481,0.658,0.098900367,0.6,0.55988,79.50878427,9.790144147,0.0
598,600,0.006875565,13.26110393,13.81342238,13.26110393,6.34258,0.586,0.100331049,0.4,0.49338,35.33699053,9.696189053,0.0
599,601,-0.020559175,12.91472401,13.80597221,12.91472401,14.03174,0.524,0.106579697,0.6,0.47172,30.92498481,9.528827557,0.0
600,602,0.002309835,12.92221832,13.8098737,12.92221832,16.98944,0.442,0.11613294,0.6,0.45486,45.56138928,9.502234312,0.0
601,603,-0.016018752,12.86651583,13.61412483,12.86651583,5.97845,0.6075,0.092437892,0.25,0.6423,9.224111278,9.513721812,0.0
602,604,-0.013382447,13.00739912,13.82356603,13.00739912,1.95038,0.528,0.102635337,0.4,0.67002,38.69526588,9.585524951,0.0
603,605,0.00019173,13.18684877,13.82411246,13.18684877,6.11498,0.504,0.098487664,0.6,0.71122,52.85155204,9.54760872,0.0
604,606,-0.025469137,13.17659964,13.83825591,13.17659964,5.97036,0.432,0.115756864,0.4,0.820542857,19.42740787,9.423736572,0.0
605,607,-0.011904186,13.09196602,13.84763984,13.09196602,-4.3963,0.542,0.105365245,0.4,0.91872,69.16183577,9.558410097,0.0
